"concept_id_1","concept_name.x","total_patient_count","total_event_count","n","concepts"
438150,"Serous choroidal detachment",12685,49058,3,"Serous choroidal detachment, right eye | 
Serous choroidal detachment, left eye | 
Serous choroidal detachment, bilateral"
4153259,"Puncture wound of chest",25748,48927,12,"Puncture wound without foreign body of left front wall of thorax without penetration into thoracic cavity, initial encounter | 
Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity, initial encounter | 
Puncture wound without foreign body of left back wall of thorax without penetration into thoracic cavity, initial encounter | 
Puncture wound without foreign body of right back wall of thorax without penetration into thoracic cavity, initial encounter | 
Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Puncture wound without foreign body of left front wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Puncture wound without foreign body of right back wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Puncture wound without foreign body of left back wall of thorax without penetration into thoracic cavity, subsequent encounter | 
Puncture wound without foreign body of right back wall of thorax without penetration into thoracic cavity | 
Puncture wound without foreign body of left back wall of thorax without penetration into thoracic cavity | 
Puncture wound without foreign body of left front wall of thorax without penetration into thoracic cavity | 
Puncture wound without foreign body of right front wall of thorax without penetration into thoracic cavity"
75345,"Hemarthrosis of shoulder region",18122,48910,2,"Hemarthrosis, right shoulder | 
Hemarthrosis, left shoulder"
45772704,"Open fracture of distal phalanx of little finger",23048,48899,4,"Displaced fracture of distal phalanx of left little finger, initial encounter for open fracture | 
Displaced fracture of distal phalanx of right little finger, initial encounter for open fracture | 
Nondisplaced fracture of distal phalanx of left little finger, initial encounter for open fracture | 
Nondisplaced fracture of distal phalanx of right little finger, initial encounter for open fracture"
4001627,"Infective myositis of lower leg",19407,48673,6,"Infective myositis, unspecified left leg | 
Infective myositis, unspecified right leg | 
Infective myositis, right lower leg | 
Infective myositis, left lower leg | 
Infective myositis, left ankle | 
Infective myositis, right ankle"
4108762,"Traumatic blister of ankle",28099,48641,6,"Blister (nonthermal), right ankle, initial encounter | 
Blister (nonthermal), left ankle, initial encounter | 
Blister (nonthermal), right ankle, subsequent encounter | 
Blister (nonthermal), left ankle, subsequent encounter | 
Blister (nonthermal), right ankle | 
Blister (nonthermal), left ankle"
132494,"Partial thickness burn of toe",23681,48633,12,"Burn of second degree of right toe(s) (nail), initial encounter | 
Burn of second degree of left toe(s) (nail), initial encounter | 
Burn of second degree of right toe(s) (nail), subsequent encounter | 
Burn of second degree of left toe(s) (nail), subsequent encounter | 
Corrosion of second degree of left toe(s) (nail), subsequent encounter | 
Corrosion of second degree of right toe(s) (nail), subsequent encounter | 
Corrosion of second degree of left toe(s) (nail), initial encounter | 
Corrosion of second degree of right toe(s) (nail), initial encounter | 
Burn of second degree of right toe(s) (nail) | 
Corrosion of second degree of right toe(s) (nail) | 
Burn of second degree of left toe(s) (nail) | 
Corrosion of second degree of left toe(s) (nail)"
378414,"Retinal detachment",9397,48487,6,"Retinal detachment with retinal dialysis, left eye | 
Degenerative myopia with retinal detachment, right eye | 
Degenerative myopia with retinal detachment, left eye | 
Retinal detachment with retinal dialysis, right eye | 
Degenerative myopia with retinal detachment, bilateral | 
Retinal detachment with retinal dialysis, bilateral"
4049120,"Abscess of bursa",18535,48396,2,"Abscess of bursa, right ankle and foot | 
Abscess of bursa, left ankle and foot"
4344519,"Lesion of ligaments of foot region",21228,48330,2,"Disorder of ligament, right foot | 
Disorder of ligament, left foot"
4054857,"Injury of ulnar nerve at wrist and hand level",20225,48319,6,"Injury of ulnar nerve at wrist and hand level of left arm, initial encounter | 
Injury of ulnar nerve at wrist and hand level of right arm, initial encounter | 
Injury of ulnar nerve at wrist and hand level of left arm, subsequent encounter | 
Injury of ulnar nerve at wrist and hand level of right arm, subsequent encounter | 
Injury of ulnar nerve at wrist and hand level of left arm | 
Injury of ulnar nerve at wrist and hand level of right arm"
35626772,"Delayed union of fracture of foot",10600,48305,8,"Stress fracture, left foot, subsequent encounter for fracture with delayed healing | 
Stress fracture, right foot, subsequent encounter for fracture with delayed healing | 
Pathological fracture, left foot, subsequent encounter for fracture with delayed healing | 
Pathological fracture, right foot, subsequent encounter for fracture with delayed healing | 
Pathological fracture in other disease, right foot, subsequent encounter for fracture with delayed healing | 
Pathological fracture in other disease, left foot, subsequent encounter for fracture with delayed healing | 
Pathological fracture in neoplastic disease, right foot, subsequent encounter for fracture with delayed healing | 
Pathological fracture in neoplastic disease, left foot, subsequent encounter for fracture with delayed healing"
137648,"Osteomyelitis of hand",7590,48298,2,"Subacute osteomyelitis, right hand | 
Subacute osteomyelitis, left hand"
4344398,"Wrist pyogenic arthritis",6201,48247,6,"Staphylococcal arthritis, right wrist | 
Staphylococcal arthritis, left wrist | 
Other streptococcal arthritis, right wrist | 
Other streptococcal arthritis, left wrist | 
Pneumococcal arthritis, right wrist | 
Pneumococcal arthritis, left wrist"
443631,"Osteomyelitis of femur",6419,48120,2,"Subacute osteomyelitis, right femur | 
Subacute osteomyelitis, left femur"
4135092,"Subluxation of elbow joint",26554,47999,36,"Unspecified subluxation of left ulnohumeral joint, initial encounter | 
Unspecified subluxation of right ulnohumeral joint, initial encounter | 
Unspecified subluxation of left ulnohumeral joint, subsequent encounter | 
Unspecified subluxation of right ulnohumeral joint, subsequent encounter | 
Posterior subluxation of left ulnohumeral joint, initial encounter | 
Posterior subluxation of right ulnohumeral joint, initial encounter | 
Posterior subluxation of left ulnohumeral joint, subsequent encounter | 
Anterior subluxation of right ulnohumeral joint, initial encounter | 
Other subluxation of left ulnohumeral joint, initial encounter | 
Posterior subluxation of right ulnohumeral joint, subsequent encounter | 
Other subluxation of right ulnohumeral joint, initial encounter | 
Anterior subluxation of left ulnohumeral joint, initial encounter | 
Lateral subluxation of left ulnohumeral joint, initial encounter | 
Other subluxation of left ulnohumeral joint, subsequent encounter | 
Medial subluxation of right ulnohumeral joint, initial encounter | 
Lateral subluxation of right ulnohumeral joint, initial encounter | 
Medial subluxation of left ulnohumeral joint, initial encounter | 
Other subluxation of right ulnohumeral joint, subsequent encounter | 
Anterior subluxation of right ulnohumeral joint, subsequent encounter | 
Anterior subluxation of left ulnohumeral joint, subsequent encounter | 
Lateral subluxation of left ulnohumeral joint, subsequent encounter | 
Medial subluxation of right ulnohumeral joint, subsequent encounter | 
Lateral subluxation of right ulnohumeral joint, subsequent encounter | 
Medial subluxation of left ulnohumeral joint, subsequent encounter | 
Anterior subluxation of right ulnohumeral joint | 
Anterior subluxation of left ulnohumeral joint | 
Medial subluxation of left ulnohumeral joint | 
Lateral subluxation of right ulnohumeral joint | 
Unspecified subluxation of left ulnohumeral joint | 
Other subluxation of left ulnohumeral joint | 
Unspecified subluxation of right ulnohumeral joint | 
Posterior subluxation of right ulnohumeral joint | 
Medial subluxation of right ulnohumeral joint | 
Lateral subluxation of left ulnohumeral joint | 
Other subluxation of right ulnohumeral joint | 
Posterior subluxation of left ulnohumeral joint"
4062388,"Injury of muscle and tendon at forearm level",26500,47937,144,"Unspecified injury of unspecified muscles, fascia and tendons at forearm level, right arm, initial encounter | 
Unspecified injury of unspecified muscles, fascia and tendons at forearm level, left arm, initial encounter | 
Unspecified injury of other flexor muscle, fascia and tendon at forearm level, right arm, initial encounter | 
Other injury of other extensor muscle, fascia and tendon at forearm level, right arm, initial encounter | 
Unspecified injury of other extensor muscle, fascia and tendon at forearm level, right arm, initial encounter | 
Unspecified injury of other extensor muscle, fascia and tendon at forearm level, left arm, initial encounter | 
Other injury of other extensor muscle, fascia and tendon at forearm level, left arm, initial encounter | 
Unspecified injury of other flexor muscle, fascia and tendon at forearm level, left arm, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right index finger at forearm level, initial encounter | 
Other injury of other flexor muscle, fascia and tendon at forearm level, right arm, initial encounter | 
Unspecified injury of unspecified muscles, fascia and tendons at forearm level, right arm, subsequent encounter | 
Other injury of other flexor muscle, fascia and tendon at forearm level, left arm, initial encounter | 
Other injury of unspecified muscles, fascia and tendons at forearm level, right arm, initial encounter | 
Other injury of unspecified muscles, fascia and tendons at forearm level, left arm, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level, initial encounter | 
Other injury of other muscles, fascia and tendons at forearm level, right arm, initial encounter | 
Other injury of other muscles, fascia and tendons at forearm level, left arm, initial encounter | 
Unspecified injury of unspecified muscles, fascia and tendons at forearm level, left arm, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right little finger at forearm level, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right middle finger at forearm level, initial encounter | 
Unspecified injury of other muscles, fascia and tendons at forearm level, right arm, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left ring finger at forearm level, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right ring finger at forearm level, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left middle finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right middle finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right index finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left middle finger at forearm level, initial encounter | 
Unspecified injury of other flexor muscle, fascia and tendon at forearm level, right arm, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left index finger at forearm level, initial encounter | 
Unspecified injury of other extensor muscle, fascia and tendon at forearm level, left arm, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right ring finger at forearm level, initial encounter | 
Unspecified injury of other extensor muscle, fascia and tendon at forearm level, right arm, subsequent encounter | 
Unspecified injury of other muscles, fascia and tendons at forearm level, left arm, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left little finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of left index finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right little finger at forearm level, initial encounter | 
Other injury of other extensor muscle, fascia and tendon at forearm level, left arm, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left ring finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of right middle finger at forearm level, initial encounter | 
Other injury of other extensor muscle, fascia and tendon at forearm level, right arm, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of right little finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of right ring finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of left middle finger at forearm level, initial encounter | 
Other injury of flexor muscle, fascia and tendon of right ring finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left little finger at forearm level, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right ring finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left index finger at forearm level, initial encounter | 
Other injury of flexor muscle, fascia and tendon of right little finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of right index finger at forearm level, initial encounter | 
Other injury of flexor muscle, fascia and tendon of left little finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of left middle finger at forearm level, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right little finger at forearm level, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of left little finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of right index finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left middle finger at forearm level, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of left ring finger at forearm level, initial encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter | 
Other injury of other flexor muscle, fascia and tendon at forearm level, right arm, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of right middle finger at forearm level, initial encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level, subsequent encounter | 
Unspecified injury of other flexor muscle, fascia and tendon at forearm level, left arm, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left index finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left middle finger at forearm level, initial encounter | 
Other injury of unspecified muscles, fascia and tendons at forearm level, left arm, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right ring finger at forearm level, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left ring finger at forearm level, subsequent encounter | 
Other injury of other muscles, fascia and tendons at forearm level, right arm, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left little finger at forearm level, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of left middle finger at forearm level, subsequent encounter | 
Other injury of other flexor muscle, fascia and tendon at forearm level, left arm, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left ring finger at forearm level, initial encounter | 
Other injury of extensor muscle, fascia and tendon of left ring finger at forearm level, subsequent encounter | 
Other injury of unspecified muscles, fascia and tendons at forearm level, right arm, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of right ring finger at forearm level, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of right ring finger at forearm level, subsequent encounter | 
Other injury of other muscles, fascia and tendons at forearm level, left arm, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of right index finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left index finger at forearm level, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left ring finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left middle finger at forearm level, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of left little finger at forearm level, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of left index finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left little finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of right little finger at forearm level, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of right little finger at forearm level, subsequent encounter | 
Unspecified injury of other muscles, fascia and tendons at forearm level, right arm, subsequent encounter | 
Unspecified injury of other muscles, fascia and tendons at forearm level, left arm, subsequent encounter | 
Unspecified injury of extensor muscle, fascia and tendon of right little finger at forearm level, subsequent encounter | 
Other injury of extensor muscle, fascia and tendon of left little finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of left ring finger at forearm level, subsequent encounter | 
Other injury of flexor muscle, fascia and tendon of right middle finger at forearm level, subsequent encounter | 
Unspecified injury of flexor muscle, fascia and tendon of right index finger at forearm level | 
Unspecified injury of flexor muscle, fascia and tendon of right little finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of left ring finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of right little finger at forearm level | 
Unspecified injury of other flexor muscle, fascia and tendon at forearm level, left arm | 
Unspecified injury of extensor muscle, fascia and tendon of right middle finger at forearm level | 
Unspecified injury of extensor muscle, fascia and tendon of left middle finger at forearm level | 
Unspecified injury of extensor muscle, fascia and tendon of left ring finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of right little finger at forearm level | 
Unspecified injury of other extensor muscle, fascia and tendon at forearm level, right arm | 
Other injury of other muscles, fascia and tendons at forearm level, right arm | 
Other injury of unspecified muscles, fascia and tendons at forearm level, right arm | 
Other injury of unspecified muscles, fascia and tendons at forearm level, left arm | 
Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level | 
Unspecified injury of flexor muscle, fascia and tendon of right middle finger at forearm level | 
Unspecified injury of flexor muscle, fascia and tendon of right ring finger at forearm level | 
Unspecified injury of flexor muscle, fascia and tendon of left ring finger at forearm level | 
Unspecified injury of flexor muscle, fascia and tendon of left little finger at forearm level | 
Other injury of other flexor muscle, fascia and tendon at forearm level, left arm | 
Other injury of extensor muscle, fascia and tendon of right middle finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of left middle finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of left little finger at forearm level | 
Unspecified injury of other extensor muscle, fascia and tendon at forearm level, left arm | 
Unspecified injury of other muscles, fascia and tendons at forearm level, right arm | 
Unspecified injury of other muscles, fascia and tendons at forearm level, left arm | 
Unspecified injury of flexor muscle, fascia and tendon of left middle finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of right index finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of left index finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of left little finger at forearm level | 
Unspecified injury of other flexor muscle, fascia and tendon at forearm level, right arm | 
Unspecified injury of extensor muscle, fascia and tendon of right index finger at forearm level | 
Unspecified injury of extensor muscle, fascia and tendon of left index finger at forearm level | 
Unspecified injury of extensor muscle, fascia and tendon of right ring finger at forearm level | 
Unspecified injury of extensor muscle, fascia and tendon of right little finger at forearm level | 
Other injury of other muscles, fascia and tendons at forearm level, left arm | 
Unspecified injury of unspecified muscles, fascia and tendons at forearm level, right arm | 
Other injury of flexor muscle, fascia and tendon of right middle finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of left middle finger at forearm level | 
Other injury of flexor muscle, fascia and tendon of right ring finger at forearm level | 
Other injury of other flexor muscle, fascia and tendon at forearm level, right arm | 
Unspecified injury of extensor muscle, fascia and tendon of left little finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of right index finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of left index finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of right ring finger at forearm level | 
Other injury of extensor muscle, fascia and tendon of left ring finger at forearm level | 
Other injury of other extensor muscle, fascia and tendon at forearm level, right arm | 
Other injury of other extensor muscle, fascia and tendon at forearm level, left arm | 
Unspecified injury of unspecified muscles, fascia and tendons at forearm level, left arm"
437123,"Closed fracture of hamate bone of wrist",19608,47672,4,"Displaced fracture of body of hamate [unciform] bone, right wrist, initial encounter for closed fracture | 
Nondisplaced fracture of body of hamate [unciform] bone, right wrist, initial encounter for closed fracture | 
Displaced fracture of body of hamate [unciform] bone, left wrist, initial encounter for closed fracture | 
Nondisplaced fracture of body of hamate [unciform] bone, left wrist, initial encounter for closed fracture"
45771089,"Blepharochalasis of lower eyelid",32179,47666,2,"Blepharochalasis right lower eyelid | 
Blepharochalasis left lower eyelid"
4117572,"Ankle joint ankylosis",18659,47639,2,"Ankylosis, right ankle | 
Ankylosis, left ankle"
134248,"Partial thickness burn of thumb",29120,47373,12,"Burn of second degree of right thumb (nail), initial encounter | 
Burn of second degree of left thumb (nail), initial encounter | 
Burn of second degree of right thumb (nail), subsequent encounter | 
Burn of second degree of left thumb (nail), subsequent encounter | 
Corrosion of second degree of right thumb (nail), initial encounter | 
Corrosion of second degree of left thumb (nail), initial encounter | 
Corrosion of second degree of left thumb (nail), subsequent encounter | 
Burn of second degree of right thumb (nail) | 
Corrosion of second degree of right thumb (nail) | 
Burn of second degree of left thumb (nail) | 
Corrosion of second degree of left thumb (nail) | 
Corrosion of second degree of right thumb (nail), subsequent encounter"
4185012,"Foreign body in skin of upper arm",28640,47341,6,"Superficial foreign body of left upper arm, initial encounter | 
Superficial foreign body of right upper arm, initial encounter | 
Superficial foreign body of left upper arm, subsequent encounter | 
Superficial foreign body of right upper arm, subsequent encounter | 
Superficial foreign body of left upper arm | 
Superficial foreign body of right upper arm"
4106504,"Traumatic blister of finger",30607,47284,24,"Blister (nonthermal) of right index finger, initial encounter | 
Blister (nonthermal) of left index finger, initial encounter | 
Blister (nonthermal) of right middle finger, initial encounter | 
Blister (nonthermal) of left middle finger, initial encounter | 
Blister (nonthermal) of right ring finger, initial encounter | 
Blister (nonthermal) of left ring finger, initial encounter | 
Blister (nonthermal) of left little finger, initial encounter | 
Blister (nonthermal) of right little finger, initial encounter | 
Blister (nonthermal) of left index finger, subsequent encounter | 
Blister (nonthermal) of right index finger, subsequent encounter | 
Blister (nonthermal) of right middle finger, subsequent encounter | 
Blister (nonthermal) of left middle finger, subsequent encounter | 
Blister (nonthermal) of left ring finger, subsequent encounter | 
Blister (nonthermal) of right ring finger, subsequent encounter | 
Blister (nonthermal) of left little finger, subsequent encounter | 
Blister (nonthermal) of right little finger, subsequent encounter | 
Blister (nonthermal) of right middle finger | 
Blister (nonthermal) of left little finger | 
Blister (nonthermal) of left ring finger | 
Blister (nonthermal) of right little finger | 
Blister (nonthermal) of right ring finger | 
Blister (nonthermal) of right index finger | 
Blister (nonthermal) of left index finger | 
Blister (nonthermal) of left middle finger"
375820,"Adhesive middle ear disease",21048,47283,3,"Adhesive middle ear disease, bilateral | 
Adhesive right middle ear disease | 
Adhesive left middle ear disease"
45767625,"Closed fracture of epiphyseal plate of proximal tibia",23207,47102,12,"Salter-Harris Type II physeal fracture of upper end of left tibia, initial encounter for closed fracture | 
Salter-Harris Type II physeal fracture of upper end of right tibia, initial encounter for closed fracture | 
Unspecified physeal fracture of upper end of right tibia, initial encounter for closed fracture | 
Unspecified physeal fracture of upper end of left tibia, initial encounter for closed fracture | 
Other physeal fracture of upper end of left tibia, initial encounter for closed fracture | 
Other physeal fracture of upper end of right tibia, initial encounter for closed fracture | 
Salter-Harris Type I physeal fracture of upper end of left tibia, initial encounter for closed fracture | 
Salter-Harris Type I physeal fracture of upper end of right tibia, initial encounter for closed fracture | 
Salter-Harris Type IV physeal fracture of upper end of left tibia, initial encounter for closed fracture | 
Salter-Harris Type III physeal fracture of upper end of left tibia, initial encounter for closed fracture | 
Salter-Harris Type IV physeal fracture of upper end of right tibia, initial encounter for closed fracture | 
Salter-Harris Type III physeal fracture of upper end of right tibia, initial encounter for closed fracture"
4102049,"General disseminated chorioretinitis",6994,47067,3,"Disseminated chorioretinal inflammation, generalized, bilateral | 
Disseminated chorioretinal inflammation, generalized, left eye | 
Disseminated chorioretinal inflammation, generalized, right eye"
4085550,"Fracture of the lateral humeral epicondyle",12413,47053,20,"Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with routine healing | 
Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with routine healing | 
Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with routine healing | 
Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with routine healing | 
Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion | 
Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion | 
Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with delayed healing | 
Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with delayed healing | 
Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with delayed healing | 
Displaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion | 
Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion | 
Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with delayed healing | 
Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with nonunion | 
Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with nonunion | 
Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion | 
Displaced fracture (avulsion) of lateral epicondyle of right humerus | 
Nondisplaced fracture (avulsion) of lateral epicondyle of left humerus | 
Displaced fracture (avulsion) of lateral epicondyle of left humerus | 
Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus | 
Nondisplaced fracture (avulsion) of lateral epicondyle of right humerus, subsequent encounter for fracture with malunion"
4162115,"Primary malignant neoplasm of adrenal cortex",4614,46928,2,"Malignant neoplasm of cortex of left adrenal gland | 
Malignant neoplasm of cortex of right adrenal gland"
